Tick=80
0.333333333	0.2	188.092389	1
0.5	0.3	370.9122802	3
0.333333333	0.2	459.3602131	3
0.5	0.3	362.3070686	2
0.5	0.45	307.0814691	2
0.166666667	0.1	198.9829207	6
0.166666667	0.1	153.7539687	4
0.166666667	0.1	241.4304291	2
0.166666667	0.1	220.3153182	1
0.333333333	0.2	374.2232039	1
0.5	0.2	163	5
0.666666667	0.333333333	190.9462109	2
0.5	0.4	425.0993104	5
0.166666667	0.1	301.2494246	1
0.166666667	0.1	230.7091582	6
0.166666667	0.1	177.81643	2
0.833333333	0.5	157.3194803	1
0.833333333	0.35	392.7642749	4
0.166666667	0.1	264.5384944	6
0.5	0.4	236.0142955	1
0.5	0.5	264.3118384	2
0.5	0.333333333	167.9730093	2
0.666666667	0.4	143.7766965	4
0.5	0.3	262.1916748	6
0.333333333	0.2	133.8545929	5
0.166666667	0.1	226.5862457	5
0.5	0.2	198.3415372	6
0.666666667	0.4	180.7865842	1
0.166666667	0.1	279.4980496	5
0.333333333	0.3	358.3552232	6
0.166666667	0.1	138	4
0.166666667	0.1	234.0221358	1
0.666666667	0.45	231.4634578	5


Tick=160
0.142857143	0.1	179.1938404	3
0.142857143	0.1	264.5384944	6
0.142857143	0.2	234.0221358	1
0.285714286	0.2	484.0400122	3
0.142857143	0.1	173.3435327	6
0.428571429	0.1	180.1358654	2
0.285714286	0.2	302.0562412	6
0.285714286	0.1	214.7390147	1
0.571428571	0.333333333	209.2186341	2
0.714285714	0.56	341.5555519	6
0.142857143	0.1	138	4
0.142857143	0.1	194.6035105	7
0.428571429	0.5	264.3118384	2
0.142857143	0.1	219.600127	2
0.142857143	0.1	226.5862457	5
0.285714286	0.2	217.2096636	3
0.142857143	0.1	279.4980496	5
0.428571429	0.52	307.0814691	2
0.142857143	0.1	301.2494246	1
0.714285714	0.6	157.3194803	1
0.285714286	0.3	369.6625048	6
0.571428571	0.4	180.7865842	1
0.857142857	0.48	455.3239114	4
0.142857143	0.1	215.5615636	6
0.142857143	0.1	180	7
0.142857143	0.1	298.8386079	7
0.142857143	0.1	190.6951259	6
0.428571429	0.4	257.7009859	1
0.428571429	0.3	133.8545929	5
0.285714286	0.2	241.4304291	2
0.285714286	0.2	419.7814614	1
0.428571429	0.3	388.3451565	3
0.428571429	0.3	262.1916748	6
0.428571429	0.2	163	5
0.142857143	0.1	305.354077	6
0.571428571	0.48	163.8144018	4
0.428571429	0.4	554.6730801	5
0.571428571	0.45	246.3540928	5
0.428571429	0.333333333	167.9730093	2
0.142857143	0.2	284.341024	1
0.571428571	0.4	411.7406436	2
0.142857143	0.1	186.1624981	4
0.142857143	0.1	188.7628712	3
0.285714286	0.2	124.0595885	8
0.142857143	0.1	258.000996	6


Tick=240
0.25	0.3	379.9744984	6
0.125	0.1	264.5384944	6
0.375	0.3	352.37529	6
0.375	0.1	180.1358654	2
0.375	0.2	163	5
0.375	0.52	340.5277692	2
0.25	0.2	419.7814614	1
0.5	0.266666667	175.6653366	4
0.125	0.2	330.3342473	1
0.25	0.2	248.6082272	4
0.5	0.4	354.7649346	1
0.125	0.1	158	6
0.125	0.1	153.0049172	2
0.125	0.1	217.8965746	4
0.25	0.3	284.341024	1
0.125	0.1	263.45706	3
0.25	0.2	241.4304291	2
0.25	0.2	219.600127	2
0.125	0.1	279.4980496	5
0.125	0.1	187.7985711	6
0.125	0.1	179.1938404	3
0.625	0.56	341.5555519	6
0.5	0.333333333	262.1916748	6
0.5	0.4	238.1214529	2
0.125	0.1	226.5862457	5
0.25	0.1	214.7390147	1
0.125	0.1	214.1167835	6
0.125	0.1	298.8386079	7
0.375	0.3	418.7284507	3
0.5	0.48	163.8144018	4
0.125	0.1	180	7
0.125	0.1	301.0261245	6
0.25	0.01	215.5615636	6
0.625	0.6	157.3194803	1
0.375	0.4	1073.230207	5
0.5	0.6	363.9842426	2
0.375	0.4	257.7009859	1
0.5	0.4	217.0457441	5
0.25	0.2	478.3044327	6
0.375	0.333333333	167.9730093	2
0.25	0.2	217.2096636	3
0.625	0.5	504.7612696	2
0.125	0.1	173.3435327	6
0.25	0.01	212.4599453	4
0.125	0.1	210.439415	9
0.625	0.52	246.3540928	5
0.375	0.2	519.2054483	3
0.25	0.2	124.0595885	8
0.125	0.2	261.1406739	1
0.125	0.1	138	4
0.125	0.1	303.1275954	8
0.25	0.01	210.787028	7
0.75	0.48	455.3239114	4
0.125	0.1	194.6035105	7


Tick=320
0.111111111	0.1	153.0049172	2
0.333333333	0.4	1073.230207	5
0.333333333	0.2	163	5
0.111111111	0.1	179.3240347	4
0.444444444	0.4	354.7649346	1
0.444444444	0.4	237.6807353	2
0.222222222	0.1	214.7390147	1
0.111111111	0.1	187.7985711	6
0.222222222	0.2	219.600127	2
0.555555556	0.7	555.2133875	2
0.555555556	0.56	341.5555519	6
0.111111111	0.1	158	6
0.111111111	0.1	441.0121031	9
0.111111111	0.1	194.9600011	2
0.444444444	0.48	163.8144018	4
0.222222222	0.2	124.0595885	8
0.111111111	0.1	338.1403942	8
0.555555556	0.6	189.5136827	1
0.222222222	0.2	248.6082272	4
0.222222222	0.01	210.787028	7
0.222222222	0.2	478.3044327	6
0.111111111	0.1	313.794213	5
0.333333333	0.333333333	202.0558908	2
0.222222222	0.2	544.3236852	7
0.333333333	0.3	418.7284507	3
0.444444444	0.4	659.1722883	6
0.111111111	0.1	339.1128735	7
0.111111111	0.1	226.5862457	5
0.222222222	0.3	403.6082424	6
0.222222222	0.01	173.3435327	6
0.111111111	0.1	210.439415	9
0.111111111	0.1	263.45706	3
0.333333333	0.1	180.1358654	2
0.111111111	0.1	264.5384944	6
0.333333333	0.333333333	418.272357	1
0.111111111	0.1	194.6035105	7
0.111111111	0.1	301.0261245	6
0.222222222	0.01	215.5615636	6
0.333333333	0.015	177.420953	2
0.111111111	0.2	330.3342473	1
0.444444444	0.35	262.1916748	6
0.333333333	0.4	282.6361653	1
0.444444444	0.2	519.2054483	3
0.555555556	0.5	504.7612696	2
0.111111111	0.1	214.1167835	6
0.222222222	0.2	241.4304291	2
0.222222222	0.01	229.6231356	4
0.444444444	0.4	269.6673832	5
0.222222222	0.01	155.7052281	7
0.555555556	0.52	246.3540928	5
0.111111111	0.1	217.8965746	4
0.333333333	0.52	353.7147241	2
0.111111111	0.1	179.1938404	3
0.111111111	0.1	279.4980496	5
0.222222222	0.2	419.7814614	1
0.444444444	0.3	309.5300356	4
0.111111111	0.1	204.1713952	7
0.222222222	0.2	217.2096636	3
0.666666667	0.48	455.3239114	4
0.111111111	0.2	261.1406739	1

