Tick=80
0.166666667	0.1	195.7955532	2
0.5	0.45	414.8376429	1
0.333333333	0.2	178.4836459	5
0.5	0.333333333	165.6602349	2
0.166666667	0.1	194.2395402	6
0.333333333	0.2	286.1161511	2
0.166666667	0.1	193.4815737	5
0.166666667	0.1	202.8944277	2
0.166666667	0.1	133	1
0.166666667	0.1	154	3
0.166666667	0.1	199.6540969	6
0.333333333	0.3	268.0595345	5
0.166666667	0.1	148.9680738	3
0.333333333	0.2	159.7890517	6
0.5	0.333333333	190.9107635	6
0.5	0.5	440.8607368	1
0.166666667	0.1	157.3360143	2
0.166666667	0.1	157	6
0.5	0.4	388.8453797	4
0.166666667	0.1	203.9618262	1
0.333333333	0.5	154.441145	4
0.5	0.3	284.3921011	5
0.166666667	0.1	176.1051271	1
0.833333333	0.666666667	330.3824612	5
0.5	0.2	324.9834789	5
0.166666667	0.1	187.725198	5
0.5	0.333333333	156.8708841	3
0.666666667	0.4	162.2174098	2
0.333333333	0.2	132.2519681	6
0.5	0.333333333	363.568747	1
0.166666667	0.1	155.8412157	1
0.5	0.45	307.0711085	6
0.5	0.45	212.1936098	3

Tick=160
0.285714286	0.4	410.348107	5
0.285714286	0.2	448.091981	5
0.428571429	0.333333333	165.6602349	2
0.428571429	0.3	167.4294021	2
0.142857143	0.1	202.8944277	2
0.142857143	0.1	197.3312934	4
0.428571429	0.333333333	419.0945714	1
0.285714286	0.5	154.441145	4
0.142857143	0.1	208.9098713	2
0.142857143	0.1	187.725198	5
0.142857143	0.1	133	1
0.428571429	0.45	212.1936098	3
0.285714286	0.2	302.1222071	2
0.571428571	0.5	162.2174098	2
0.142857143	0.1	148.9680738	3
0.142857143	0.1	157	6
0.142857143	0.1	195.7955532	2
0.428571429	0.333333333	203.2145895	6
0.142857143	0.1	337.0746565	8
0.428571429	0.45	307.0711085	6
0.571428571	0.5	563.9423792	4
0.142857143	0.1	199.6540969	6
0.142857143	0.1	158	6
0.571428571	0.45	425.5629175	5
0.142857143	0.1	150	7
0.142857143	0.1	163.2951875	2
0.142857143	0.1	220.0513536	1
0.142857143	0.1	208.8784817	5
0.285714286	0.2	132.2519681	6
0.142857143	0.1	154	3
0.142857143	0.1	193.4815737	5
0.142857143	0.1	203.9618262	1
0.142857143	0.1	137	3
0.428571429	0.333333333	207.7902447	3
0.142857143	0.1	152.296898	2
0.428571429	0.3	253.3774364	6
0.142857143	0.1	194.2395402	6
0.142857143	0.1	155.8412157	1
0.285714286	0.2	178.4836459	5
0.285714286	0.2	304.6380569	6
0.571428571	0.6	492.2200114	1
0.428571429	0.56	414.8376429	1
0.428571429	0.3	284.3921011	5
0.714285714	0.666666667	330.3824612	5
0.142857143	0.1	202.2703952	3


Tick=240
0.125	0.1	187.725198	5
0.125	0.1	185.1870261	1
0.125	0.1	202.8944277	2
0.125	0.1	202.2703952	3
0.25	0.2	132.2519681	6
0.125	0.1	159	4
0.125	0.1	199.6540969	6
0.125	0.1	148.9680738	3
