s1
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.367698158
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.3	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
0.4	0.464759867
